rowid,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
690,27355,Janu (New Earth),\/wiki\/Janu_(New_Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,42,"1954, April",1954
691,7605,Myra Mason (New Earth),\/wiki\/Myra_Mason_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,42,"1941, April",1941
692,135316,Iroque (New Earth),\/wiki\/Iroque_(New_Earth),Secret Identity,Neutral Characters,,Purple Hair,Female Characters,,Living Characters,41,"2008, January",2008
693,23733,Sayd (New Earth),\/wiki\/Sayd_(New_Earth),Public Identity,Good Characters,Green Eyes,White Hair,Female Characters,,Living Characters,41,"2007, August",2007
694,21443,Veronica Cale (New Earth),\/wiki\/Veronica_Cale_(New_Earth),Public Identity,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,41,"2003, November",2003
695,5645,Catalina Flores (New Earth),\/wiki\/Catalina_Flores_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,41,"2002, September",2002
696,1856,Manitou Raven (New Earth),\/wiki\/Manitou_Raven_(New_Earth),Secret Identity,Good Characters,White Eyes,Black Hair,Male Characters,,Deceased Characters,41,"2002, July",2002
697,17792,Josephine MacDonald (New Earth),\/wiki\/Josephine_MacDonald_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,41,"2001, December",2001
698,41928,Dana Winters (New Earth),\/wiki\/Dana_Winters_(New_Earth),,,,,Female Characters,,Deceased Characters,41,"1994, December",1994
699,190194,Ariana Dzerchenko (New Earth),\/wiki\/Ariana_Dzerchenko_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,41,"1992, December",1992
700,14504,Demeter (New Earth),\/wiki\/Demeter_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,,Female Characters,,Living Characters,41,"1985, October",1985
701,7751,Lazarus Lane (New Earth),\/wiki\/Lazarus_Lane_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,41,"1970, November",1970
702,5271,Patrick MacGuire II (New Earth),\/wiki\/Patrick_MacGuire_II_(New_Earth),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,41,"1970, October",1970
703,2746,Abel (New Earth),\/wiki\/Abel_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,41,"1969, July",1969
704,172451,Strong Bow (New Earth),\/wiki\/Strong_Bow_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,41,"1951, May",1951
705,14502,Phoebus Apollo (New Earth),\/wiki\/Phoebus_Apollo_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,41,"1941, December",1941
706,158200,Arthur Pendragon (New Earth),\/wiki\/Arthur_Pendragon_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,41,"1936, February",1936
707,91760,Brenda Del Vecchio (New Earth),\/wiki\/Brenda_Del_Vecchio_(New_Earth),Public Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,,Living Characters,40,"2006, February",2006
708,27905,Jai West (New Earth),\/wiki\/Jai_West_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,40,"2005, October",2005
709,133348,Jessica Midnight (New Earth),\/wiki\/Jessica_Midnight_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,40,"2002, October",2002
710,1944,Anthony Woodward (New Earth),\/wiki\/Anthony_Woodward_(New_Earth),Secret Identity,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,40,"2001, August",2001
711,120324,Stacy (New Earth),\/wiki\/Stacy_(New_Earth),Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,40,"2000, March",2000
712,34278,Serling Roquette (New Earth),\/wiki\/Serling_Roquette_(New_Earth),,,,Blond Hair,Female Characters,,Living Characters,40,"1998, October",1998
713,19054,Thaddeus Ryerstad (New Earth),\/wiki\/Thaddeus_Ryerstad_(New_Earth),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,40,"1997, May",1997
714,41021,Mongul II (New Earth),\/wiki\/Mongul_II_(New_Earth),Public Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,40,"1995, September",1995
715,14914,Donna Carol Force (New Earth),\/wiki\/Donna_Carol_Force_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,40,1993,1993
716,294688,Maurice Douglas (New Earth),\/wiki\/Maurice_Douglas_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,40,"1992, October",1992
717,81716,Eric Strauss (New Earth),\/wiki\/Eric_Strauss_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,40,"1987, July",1987
718,19050,Alexander Sartorius (New Earth),\/wiki\/Alexander_Sartorius_(New_Earth),Public Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,40,"1977, May",1977
719,127294,Mariah Romanova (New Earth),\/wiki\/Mariah_Romanova_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,40,"1977, May",1977
720,15332,Jenet Klyburn (New Earth),\/wiki\/Jenet_Klyburn_(New_Earth),Public Identity,,Blue Eyes,Red Hair,Female Characters,,Living Characters,40,"1976, October",1976
721,81489,Christopher Chance (New Earth),\/wiki\/Christopher_Chance_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,40,"1972, December",1972
722,5272,Thomas Thompkins II (New Earth),\/wiki\/Thomas_Thompkins_II_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,40,"1970, October",1970
723,2712,Eve Aries (Pre-Zero Hour),\/wiki\/Eve_Aries_(Pre-Zero_Hour),Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,40,"1961, August",1961
724,7102,Harold Shapiro (New Earth),\/wiki\/Harold_Shapiro_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,40,"1961, December",1961
725,148635,Skallox (New Earth),\/wiki\/Skallox_(New_Earth),Public Identity,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,39,"2008, December",2008
726,16804,Ursa (New Earth),\/wiki\/Ursa_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,39,"2007, January",2007
727,10703,Amon Tomaz (New Earth),\/wiki\/Amon_Tomaz_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,39,"2006, October",2006
728,70400,Fang Zhifu (New Earth),\/wiki\/Fang_Zhifu_(New_Earth),Secret Identity,,,,Male Characters,,Living Characters,39,"2006, June",2006
729,98945,Taleb Beni Khalid (New Earth),\/wiki\/Taleb_Beni_Khalid_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,39,"2006, June",2006
730,1724,Faith (New Earth),\/wiki\/Faith_(New_Earth),Secret Identity,,Brown Eyes,Brown Hair,Female Characters,,Living Characters,39,"2002, October",2002
731,67213,Dudley Soames (New Earth),\/wiki\/Dudley_Soames_(New_Earth),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Deceased Characters,39,"1996, October",1996
732,5048,Preston Lindsay (New Earth),\/wiki\/Preston_Lindsay_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,39,"1995, April",1995
733,2000,William Everett III (New Earth),\/wiki\/William_Everett_III_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,39,"1994, March",1994
734,98220,Frieda Goren (Dakotaverse),\/wiki\/Frieda_Goren_(Dakotaverse),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,39,"1993, June",1993
735,50861,Richard Craemer (New Earth),\/wiki\/Richard_Craemer_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,39,"1988, February",1988
736,4857,Artemis Crock (New Earth),\/wiki\/Artemis_Crock_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,,Female Characters,,Living Characters,39,"1987, January",1987
737,37256,Menalippe (New Earth),\/wiki\/Menalippe_(New_Earth),Public Identity,Good Characters,,,Female Characters,Homosexual Characters,Deceased Characters,39,"1987, February",1987
738,23971,Sydney Happersen (New Earth),\/wiki\/Sydney_Happersen_(New_Earth),Public Identity,,,Black Hair,Male Characters,,Deceased Characters,39,"1987, February",1987
739,1861,Shilo Norman (New Earth),\/wiki\/Shilo_Norman_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,39,"1973, September",1973
740,14350,John Dee (New Earth),\/wiki\/John_Dee_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,39,"1961, July",1961
741,80825,Tegra Kalmaku (New Earth),\/wiki\/Tegra_Kalmaku_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,39,"1961, August",1961
742,30297,Robert Daley (New Earth),\/wiki\/Robert_Daley_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,39,"1938, July",1938
743,10267,Adrianna Tomaz (New Earth),\/wiki\/Adrianna_Tomaz_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,38,"2006, May",2006
744,1790,Brainiac 8 (New Earth),\/wiki\/Brainiac_8_(New_Earth),Secret Identity,Good Characters,Red Eyes,Pink Hair,Female Characters,,Deceased Characters,38,"2003, July",2003
745,154011,Amy Rohrbach (New Earth),\/wiki\/Amy_Rohrbach_(New_Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,38,"2000, October",2000
746,117848,Davroth Catto (New Earth),\/wiki\/Davroth_Catto_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,38,"1991, August",1991
747,117844,Zena Moonstruk (New Earth),\/wiki\/Zena_Moonstruk_(New_Earth),Public Identity,Good Characters,,White Hair,Female Characters,,Living Characters,38,"1991, August",1991
748,28334,Aleea Strange (New Earth),\/wiki\/Aleea_Strange_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,38,"1990, May",1990
749,1677,Anatoli Knyazev (New Earth),\/wiki\/Anatoli_Knyazev_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Deceased Characters,38,"1988, March",1988
750,69421,James Cameron (New Earth),\/wiki\/James_Cameron_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,38,"1987, September",1987
751,4829,Sigrid Nansen (New Earth),\/wiki\/Sigrid_Nansen_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Bisexual Characters,Living Characters,38,"1986, November",1986
752,2608,Kole Weathers (New Earth),\/wiki\/Kole_Weathers_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,38,"1985, June",1985
753,142775,Predator (New Earth),\/wiki\/Predator_(New_Earth),,,,,,,Deceased Characters,38,"1984, July",1984
754,81581,Arthur Hall (New Earth),\/wiki\/Arthur_Hall_(New_Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,38,"1982, December",1982
755,2757,Robert Reed (New Earth),\/wiki\/Robert_Reed_(New_Earth),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,38,"1966, January",1966
756,81133,James Jordan (New Earth),\/wiki\/James_Jordan_(New_Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,38,"1961, December",1961
757,22310,Solovar (New Earth),\/wiki\/Solovar_(New_Earth),Secret Identity,,,Black Hair,Male Characters,,Deceased Characters,38,"1959, May",1959
758,62431,Cyril Sheldrake (New Earth),\/wiki\/Cyril_Sheldrake_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,38,"1950, December",1950
759,55783,Mister Mind (New Earth),\/wiki\/Mister_Mind_(New_Earth),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,38,"1943, March",1943
760,14497,Keith Everet (New Earth),\/wiki\/Keith_Everet_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,38,"1942, January",1942
761,71700,Thara Ak-Var (New Earth),\/wiki\/Thara_Ak-Var_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,37,"2008, December",2008
762,12013,Amy Allen (New Earth),\/wiki\/Amy_Allen_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,37,"2006, November",2006
763,2769,Isaiah Crockett (New Earth),\/wiki\/Isaiah_Crockett_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,37,"1996, October",1996
764,60112,Azrael (New Earth),\/wiki\/Azrael_(New_Earth),Public Identity,Neutral Characters,Gold Eyes,Black Hair,Male Characters,,Living Characters,37,"1985, April",1985
765,118298,Lonocelu Ospho (New Earth),\/wiki\/Lonocelu_Ospho_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,37,"1985, May",1985
766,45486,Jemm (New Earth),\/wiki\/Jemm_(New_Earth),Public Identity,Good Characters,Yellow Eyes,,Male Characters,,Living Characters,37,"1984, September",1984
767,16969,Elizabeth Tremayne (New Earth),\/wiki\/Elizabeth_Tremayne_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,37,"1982, July",1982
768,11434,Kathleen Sutton (New Earth),\/wiki\/Kathleen_Sutton_(New_Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,37,"1973, July",1973
769,5269,Walter Johnson II (New Earth),\/wiki\/Walter_Johnson_II_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,37,"1970, October",1970
770,1987,Bat-Mite (New Earth),\/wiki\/Bat-Mite_(New_Earth),Secret Identity,Good Characters,Black Eyes,,Male Characters,,Living Characters,37,"1959, May",1959
771,4876,Lawrence Crock (New Earth),\/wiki\/Lawrence_Crock_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,37,"1947, May",1947
772,11856,Lance Gallant (Earth-X),\/wiki\/Lance_Gallant_(Earth-X),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,37,"1943, January",1943
773,65483,John Jones (New Earth),\/wiki\/John_Jones_(New_Earth),Public Identity,Good Characters,Black Eyes,,Male Characters,,Living Characters,37,"1942, August",1942
774,58120,Joan Dale (New Earth),\/wiki\/Joan_Dale_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,37,"1941, August",1941
775,8132,Lawrence Belmont (New Earth),\/wiki\/Lawrence_Belmont_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,37,"1940, February",1940
776,178609,Munk (New Earth),\/wiki\/Munk_(New_Earth),Secret Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,36,"2008, January",2008
777,16813,Non (New Earth),\/wiki\/Non_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,36,"2007, January",2007
778,11834,Andrew Franklin (New Earth),\/wiki\/Andrew_Franklin_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,36,"2006, June",2006
779,27852,Charlotte Gage-Radcliffe (New Earth),\/wiki\/Charlotte_Gage-Radcliffe_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,36,"2006, September",2006
780,11835,Stormy Knight (New Earth),\/wiki\/Stormy_Knight_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,36,"2006, June",2006
781,116529,Ramsey Robinson (New Earth),\/wiki\/Ramsey_Robinson_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,36,"2004, November",2004
782,74170,Zor-El (New Earth),\/wiki\/Zor-El_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,36,"2004, June",2004
783,160988,Bridget Clancy (New Earth),\/wiki\/Bridget_Clancy_(New_Earth),,Good Characters,,Black Hair,Female Characters,,Living Characters,36,"1996, November",1996
784,181844,Merayn Dethalis (New Earth),\/wiki\/Merayn_Dethalis_(New_Earth),Public Identity,Good Characters,Yellow Eyes,Purple Hair,Female Characters,,Living Characters,36,"1993, December",1993
785,90908,Robert Hinckley Long (New Earth),\/wiki\/Robert_Hinckley_Long_(New_Earth),Public Identity,Neutral Characters,Black Eyes,Red Hair,Male Characters,,Deceased Characters,36,"1992, September",1992
786,5509,Shado (New Earth),\/wiki\/Shado_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,36,"1987, August",1987
787,68282,Sarah Simms (New Earth),\/wiki\/Sarah_Simms_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,36,"1981, June",1981
788,1668,Maximillian Zeus (New Earth),\/wiki\/Maximillian_Zeus_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,36,"1979, May",1979
789,136610,Joshua Morgan (New Earth),\/wiki\/Joshua_Morgan_(New_Earth),,Good Characters,,Red Hair,Male Characters,,Living Characters,36,"1978, November",1978
790,63571,Tobias Whale (New Earth),\/wiki\/Tobias_Whale_(New_Earth),Public Identity,Bad Characters,Pink Eyes,,Male Characters,,Living Characters,36,"1977, April",1977
791,205575,Glenda Mark (New Earth),\/wiki\/Glenda_Mark_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,36,"1972, September",1972
