rowid,MOVIE,ACTOR,CHARACTER_NAME,TYPE,BILLING,GENDER
1716,Miss Peregrine’s Home for Peculiar Children,Nicholas Amer,Oggie,Supporting,36,Male
1717,Miss Peregrine’s Home for Peculiar Children,Ioan Hefin,Kev,Supporting,37,Male
1718,Miss Peregrine’s Home for Peculiar Children,Shaun Thomas,Dylan,Supporting,38,Male
1719,Miss Peregrine’s Home for Peculiar Children,Justin Davies,Worm,Supporting,39,Male
1720,Miss Peregrine’s Home for Peculiar Children,Nicholas McGaughey,40's Bartender,Supporting,40,Male
1721,Miss Peregrine’s Home for Peculiar Children,Lynn Hunter,40's First Woman,Supporting,41,Female
1722,Miss Peregrine’s Home for Peculiar Children,Ben Roberts,40's First Old Man,Supporting,42,Male
1723,Miss Peregrine’s Home for Peculiar Children,Dafydd Hywel,Isle — Farmer,Supporting,43,Male
1724,Miss Peregrine’s Home for Peculiar Children,Sophia Tailor,Little Girl,Supporting,44,Female
1725,Miss Peregrine’s Home for Peculiar Children,Harry Taylor,Ride Operator,Supporting,45,Unknown
1726,Miss Peregrine’s Home for Peculiar Children,Dan Mersh,2016 Policeman #1,Supporting,46,Male
1727,Miss Peregrine’s Home for Peculiar Children,James Kermack,2016 Policeman #2,Supporting,47,Male
1728,Miss Peregrine’s Home for Peculiar Children,Steve Money,Burley Bloke,Supporting,48,Male
1729,Miss Peregrine’s Home for Peculiar Children,Christine Dalby,Uneasy Woman,Supporting,49,Female
1730,Miss Peregrine’s Home for Peculiar Children,Badria Timimi,Police Woman,Supporting,50,Female
1731,Miss Peregrine’s Home for Peculiar Children,Willow Nash,Additional Voice,Supporting,51,Female
1732,Miss Peregrine’s Home for Peculiar Children,Redd Pepper,Additional Voice,Supporting,52,Male
1733,Miss Peregrine’s Home for Peculiar Children,James Daniel Wilson,Additional Voice,Supporting,53,Male
1734,Independence Day: Resurgence,Liam Hemsworth,Jake Morrison,Leading,1,Male
1735,Independence Day: Resurgence,Jeff Goldblum,David Levinson,Leading,2,Male
1736,Independence Day: Resurgence,Bill Pullman,Thomas J. Whitmore,Leading,3,Male
1737,Independence Day: Resurgence,Maika Monroe,Patricia Whitmore,Supporting,4,Female
1738,Independence Day: Resurgence,Travis Tope,Charlie,Supporting,5,Male
1739,Independence Day: Resurgence,William Fichtner,General Adams,Supporting,6,Male
1740,Independence Day: Resurgence,Charlotte Gainsbourg,Dr. Catherine Marceaux,Supporting,7,Female
1741,Independence Day: Resurgence,Judd Hirsch,Julius Levinson,Supporting,8,Male
1742,Independence Day: Resurgence,Jessie Usher,Dylan Hiller,Supporting,9,Male
1743,Independence Day: Resurgence,Brent Spiner,Dr. Brakish Okun,Supporting,10,Male
1744,Independence Day: Resurgence,Vivica Fox,Jasmine,Supporting,11,Female
1745,Independence Day: Resurgence,Angelababy,Rain,Supporting,12,Female
1746,Independence Day: Resurgence,Sela Ward,President Lanford,Supporting,13,Female
1747,Independence Day: Resurgence,Grace Huang,Lin Tang,Supporting,14,Female
1748,Independence Day: Resurgence,McKenna Grace,Daisy,Supporting,15,Female
1749,Independence Day: Resurgence,Deobia Oparei,Dikembe,Supporting,16,Unknown
1750,Independence Day: Resurgence,Patrick St. Esprit,Secretary of Defense Tanner,Supporting,17,Unknown
1751,Independence Day: Resurgence,Garrett Wareing,Bobby,Supporting,18,Male
1752,Independence Day: Resurgence,James A. Woods,Lt. Ritter,Supporting,19,Male
1753,Independence Day: Resurgence,Ron Yuan,Weapons Engineer,Supporting,20,Unknown
1754,Independence Day: Resurgence,Nicolas Wright,Floyd Rosenberg,Supporting,21,Male
1755,Independence Day: Resurgence,Hays Welford,Felix,Supporting,22,Male
1756,Independence Day: Resurgence,Zeb Sanders,Henry,Supporting,23,Male
1757,Independence Day: Resurgence,Lance Lim,Kevin,Supporting,24,Male
1758,Independence Day: Resurgence,Cory Kapahulehua,Moon Base Tug Pilot,Supporting,25,Male
1759,Independence Day: Resurgence,Donovan Tyee Smith,Marcus,Supporting,26,Male
1760,Independence Day: Resurgence,Ava Del Cielo,Young Mother,Supporting,27,Female
1761,Independence Day: Resurgence,Nathaniel Augustson,Gas Station Attendant,Supporting,28,Male
1762,The Angry Birds Movie,Jason Sudeikis,Red,Leading,1,Male
1763,The Angry Birds Movie,Josh Gad,Speedy Chuck,Leading,2,Male
1764,The Angry Birds Movie,Danny McBride,Bomb,Leading,3,Male
1765,The Angry Birds Movie,Maya Rudolph,Matilda,Supporting,4,Female
1766,The Angry Birds Movie,Kate McKinnon,"Stella, Eva the Birthday Mom",Supporting,5,Female
1767,The Angry Birds Movie,Sean Penn,Terence,Supporting,6,Male
1768,The Angry Birds Movie,Tony Hale,"Ross, Cyrus, Mime",Supporting,7,Unknown
1769,The Angry Birds Movie,Keegan-Michael Key,Judge Peckinpah,Supporting,8,Male
1770,The Angry Birds Movie,Bill Hader,Hog,Supporting,9,Male
1771,The Angry Birds Movie,Peter Dinklage,Mighty Eagle,Supporting,10,Male
1772,The Angry Birds Movie,Hannibal Buress,Edward the Birthday Dad,Supporting,11,Male
1773,The Angry Birds Movie,Ike Barinholtz,Tiny,Supporting,12,Unknown
1774,The Angry Birds Movie,Tituss Burgess,Photog,Supporting,13,Male
1775,The Angry Birds Movie,Ian Hecox,Bubbles,Supporting,14,Male
1776,The Angry Birds Movie,Anthony Padilla,Hal,Supporting,15,Male
1777,The Angry Birds Movie,Jillian Bell,"Helene the Lunch Mom, Yoga Instructor",Supporting,16,Female
1778,The Angry Birds Movie,Billy Eichner,"Chef Pig, Phillip",Supporting,17,Male
1779,The Angry Birds Movie,Danielle Brooks,"Olive Blue, Monica the Crossing Guard",Supporting,18,Female
1780,The Angry Birds Movie,Blake Shelton,Earl Pig,Supporting,19,Male
1781,The Angry Birds Movie,Charlotte Emma Aitchison,Willow,Supporting,20,Female
1782,The Angry Birds Movie,Romeo Santos,Early Bird,Supporting,21,Male
1783,The Angry Birds Movie,Cristela Alonzo,Shirley the Old Lady Bird,Supporting,22,Female
1784,The Angry Birds Movie,Adam Brown,Hug Trader,Supporting,23,Male
1785,The Angry Birds Movie,Ava Acres,Timothy the Birthday Boy,Supporting,24,Female
1786,The Angry Birds Movie,Geoffrey Arend,Day Care Teacher,Supporting,25,Unknown
1787,The Angry Birds Movie,Malena Brewer,Arianna Bird,Supporting,26,Female
1788,The Angry Birds Movie,Catherine Winder,Billy the Sign,Supporting,27,Female
1789,The Angry Birds Movie,Alex Borstein,"Sophie Bird, Peggy Bird",Supporting,28,Female
1790,The Angry Birds Movie,John Cohen,Johnny Bird,Supporting,29,Male
1791,The Angry Birds Movie,Max Charles,Bobby Bird,Supporting,30,Male
1792,The Angry Birds Movie,Clay Kaytis,Clayton the Waiter Bird,Supporting,31,Male
1793,The Angry Birds Movie,Matt McCarthy,"Rodney Bird, Acrobat Pig",Supporting,32,Male
1794,The Angry Birds Movie,Vincent Oswald,Dylan Hatchling,Supporting,33,Male
1795,The Angry Birds Movie,Fergal Reilly,Foreman Pig,Supporting,34,Unknown
1796,The Angry Birds Movie,Samantha Cohen,Samantha Hatchling,Supporting,35,Female
1797,The Angry Birds Movie,Kevin Bigley,Greg Blue,Supporting,36,Male
1798,The Angry Birds Movie,Matt Taylor,"Hamilton Pig, Acrobat Pig",Supporting,37,Male
1799,The Angry Birds Movie,Josh Robert Thompson,"Brad Bird, Dane the Saxophone Bird",Supporting,38,Male
1800,The Angry Birds Movie,Ali Wong,Betty Bird,Supporting,39,Female
1801,The Angry Birds Movie,McKenna Grace,Ella Bird,Supporting,40,Female
1802,The Angry Birds Movie,Bella Laudiero,Maya Bird,Supporting,41,Female
1803,The Angry Birds Movie,Aiden McGraw,Young Red,Supporting,42,Male
1804,The Angry Birds Movie,Fred Tatasciore,Monty Pig,Supporting,43,Male
1805,The Angry Birds Movie,Eileen Marra,Hatchling Singer,Supporting,44,Female
1806,The Angry Birds Movie,Indra Raval,Hatchling Singer,Supporting,45,Female
1807,The Angry Birds Movie,Joaquin Raval,Hatchling Singer,Supporting,46,Male
1808,The Angry Birds Movie,Sofie Wolfe,Hatchling Singer,Supporting,47,Female
1809,The Secret Life of Pets,Louis C.K.,Max,Lead Ensemble Member,1,Unknown
1810,The Secret Life of Pets,Eric Stonestreet,Duke,Lead Ensemble Member,2,Male
1811,The Secret Life of Pets,Kevin Hart,Snowball,Lead Ensemble Member,3,Male
1812,The Secret Life of Pets,Jenny Slate,Gidget,Lead Ensemble Member,4,Female
1813,The Secret Life of Pets,Ellie Kemper,Katie,Lead Ensemble Member,5,Unknown
1814,The Secret Life of Pets,Albert Brooks,Tiberius,Lead Ensemble Member,6,Male
1815,The Secret Life of Pets,Lake Bell,Chloe,Lead Ensemble Member,7,Female
1816,The Secret Life of Pets,Dana Carvey,Pops,Lead Ensemble Member,8,Male
1817,The Secret Life of Pets,Hannibal Buress,Buddy,Lead Ensemble Member,9,Male
1818,The Secret Life of Pets,Bobby Moynihan,Mel,Lead Ensemble Member,10,Unknown
1819,The Secret Life of Pets,Chris Renaud,Norman,Supporting,11,Male
1820,The Secret Life of Pets,Steve Coogan,Ozone/Reginald,Supporting,12,Male
1821,The Secret Life of Pets,Michael Beattie,Tattoo,Supporting,13,Male
1822,The Secret Life of Pets,Sandra Echeverria,Maria,Supporting,14,Female
1823,The Secret Life of Pets,Jaime Camil,Fernando,Supporting,15,Unknown
1824,The Secret Life of Pets,Kiely Renaud,Molly,Supporting,16,Female
1825,The Secret Life of Pets,Bob Bergen,Additional Voice,Supporting,17,Male
1826,The Secret Life of Pets,Jason Marsden,Additional Voice,Supporting,18,Male
1827,The Secret Life of Pets,Jim Cummings,Additional Voice,Supporting,19,Male
1828,The Secret Life of Pets,Mona Marshall,Additional Voice,Unknown,20,Unknown
1829,The Secret Life of Pets,Brian T. Delaney,Additional Voice,Supporting,21,Male
1830,The Secret Life of Pets,Laraine Newman,Additional Voice,Supporting,22,Female
1831,The Secret Life of Pets,Bill Farmer,Additional Voice,23,Male,Unknown
1832,The Secret Life of Pets,Jan Rabson,Additional Voice,Supporting,24,Unknown
1833,The Secret Life of Pets,Jess Harnell,Additional Voice,Supporting,25,Female
1834,The Secret Life of Pets,Ken Schretzmann,Additional Voice,Supporting,26,Unknown
1835,The Secret Life of Pets,John Kassir,Additional Voice,Supporting,27,Male
1836,The Secret Life of Pets,Tara Strong,Additional Voice,Supporting,28,Unknown
1837,The Secret Life of Pets,Danny Mann,Additional Voice,Supporting,29,Unknown
1838,The Secret Life of Pets,James Kevin Ward,Additional Voice,Supporting,30,Male
1839,The Secret Life of Pets,Tyler Werrin,Additional Voice,Supporting,31,Male
1840,Finding Dory,Ellen DeGeneres,Dory,Leading,1,Female
1841,Finding Dory,Albert Brooks,Marlin,Supporting,2,Male
1842,Finding Dory,Ed O'Neill,Hank,Supporting,3,Male
1843,Finding Dory,Hayden Rolence,Nemo,Supporting,4,Male
1844,Finding Dory,Kaitlin Olson,Destiny,Supporting,5,Unknown
1845,Finding Dory,Ty Burrell,Bailey,Supporting,6,Unknown
1846,Finding Dory,Eugene Levy,Charlie,Supporting,7,Male
1847,Finding Dory,Diane Keaton,Jenny,Supporting,8,Female
1848,Finding Dory,Idris Elba,Fluke,Supporting,9,Male
1849,Finding Dory,Dominic West,Rudder,Supporting,10,Male
1850,Finding Dory,Andrew Stanton,Crush,Supporting,11,Male
1851,Finding Dory,Bob Peterson,Mr. Ray,Supporting,12,Male
1852,Finding Dory,Torbin Xan Bullock,Becky,Supporting,13,Female
1853,Finding Dory,Bennett Dammann,Squirt,Supporting,14,Male
1854,Finding Dory,Bill Hader,Ned,Supporting,15,Male
1855,Finding Dory,Kate McKinnon,Inez,Supporting,16,Female
1856,Finding Dory,Sigourney Weaver,Herself,Cameo,17,Female
1857,Finding Dory,John Ratzenberger,Bill,Cameo,18,Male
1858,Finding Dory,Jerome Ranft,Jacques,Supporting,19,Male
1859,Finding Dory,Brad Garrett,Bloat,Supporting,20,Male
1860,Finding Dory,Allison Janney,Peach,Supporting,21,Female
1861,Finding Dory,Stephen Root,Bubbles,Supporting,22,Male
1862,Finding Dory,Alexander Gould,Carl,Supporting,23,Unknown
1863,Finding Dory,Angus Maclane,Sunfish,Supporting,24,Male
1864,Finding Dory,Vicki Lewis,Deb,Supporting,25,Female
1865,Finding Dory,Austin Pendleton,Gurgle,Supporting,26,Male
1866,Finding Dory,Katherine Ringgold,Chickenfish,Supporting,27,Female
1867,Finding Dory,Willem Dafoe,Gill,Supporting,28,Male
1868,Kung Fu Panda 3,Jack Black,Po,Leading,1,Male
1869,Kung Fu Panda 3,Bryan Cranston,Li,Supporting,2,Male
1870,Kung Fu Panda 3,Dustin Hoffman,Shifu,Supporting,3,Male
1871,Kung Fu Panda 3,Angelina Jolie,Tigress,Supporting,4,Female
1872,Kung Fu Panda 3,J.K. Simmons,Kai,Supporting,5,Male
1873,Kung Fu Panda 3,Jackie Chan,Monkey,Supporting,6,Male
1874,Kung Fu Panda 3,Seth Rogen,Mantis,Supporting,7,Male
1875,Kung Fu Panda 3,Lucy Alexis Liu,Viper,Supporting,8,Female
1876,Kung Fu Panda 3,David Cross,Crane,Supporting,9,Male
1877,Kung Fu Panda 3,Kate Hudson,Mei Mei,Supporting,10,Female
1878,Kung Fu Panda 3,James Hong,Mr. Ping/Mr. Pink,Supporting,11,Male
1879,Kung Fu Panda 3,Randall Duk Kim,Mr. Ping/Oogway,Supporting,12,Unknown
1880,Kung Fu Panda 3,Al Roker,Sum,Supporting,13,Unknown
1881,Kung Fu Panda 3,Barbara Dirickson,Grandma Panda,Supporting,14,Female
1882,Kung Fu Panda 3,Willie Geist,Dim,Supporting,15,Male
1883,Kung Fu Panda 3,Fred Tatasciore,Master Bear,Supporting,16,Male
1884,Kung Fu Panda 3,Mike Mitchell,Male Palace Goose/Smart Panda Villager,Supporting,17,Male
1885,Kung Fu Panda 3,Kelly Cooney,Female Palace Goose,Supporting,18,Female
1886,Kung Fu Panda 3,Stephen Kearin,Master Chicken,Supporting,19,Male
1887,Kung Fu Panda 3,Mick Wingert,Farmer Goose/Farmer Rabbit,Supporting,20,Male
1888,Kung Fu Panda 3,April Hong,Mrs. Chow,Supporting,21,Female
1889,Kung Fu Panda 3,Jean-Claude Van Damme,Master Croc,Supporting,22,Male
1890,Kung Fu Panda 3,Joseph Izzo,Dumpling Record Pig,Supporting,23,Male
1891,Kung Fu Panda 3,Wayne Knight,Big Fun/Hom-Lee,Supporting,24,Male
1892,Kung Fu Panda 3,Steele Gagnon,Bao,Supporting,25,Unknown
1893,Kung Fu Panda 3,Liam Knight,Lei Lei,Supporting,26,Male
1894,Kung Fu Panda 3,Pax Jolie Pitt,Yoo,Supporting,27,Unknown
1895,Kung Fu Panda 3,Ming Tsai,Ming,Supporting,28,Unknown
1896,Kung Fu Panda 3,Knox Jolie Pitt,Ku Ku,Supporting,29,Male
1897,Kung Fu Panda 3,Zahara Jolie Pitt,Meng Meng,Supporting,30,Female
1898,Kung Fu Panda 3,Shiloh Jolie Pitt,Shuai Shuai,Supporting,31,Unknown
1899,Kung Fu Panda 3,Radzi Chinyanganya,Mi,Supporting,32,Unknown
1900,Kung Fu Panda 3,Lindsey Russell,Peony,Supporting,33,Female
1901,Kung Fu Panda 3,Samuel Black,Rabbit Villager,Supporting,34,Male
1902,Kung Fu Panda 3,Lena Golia,Cheering Bunny,Supporting,35,Female
1903,Kung Fu Panda 3,Gus Culligan,Panda Villager Kid,Supporting,36,Male
1904,Trolls,Anna Kendrick,Poppy,Lead Ensemble Member,1,Female
1905,Trolls,Justin Timberlake,Branch,Lead Ensemble Member,2,Male
1906,Trolls,Gwen Stefani,DJ Suki,Lead Ensemble Member,3,Female
1907,Trolls,James Corden,Biggie,Lead Ensemble Member,4,Male
1908,Trolls,Russell Brand,Creek,Lead Ensemble Member,5,Male
1909,Trolls,Zooey Deschanel,Bridget,Supporting,6,Female
1910,Trolls,Christopher Mintz-Plasse,King Gristle,Supporting,7,Male
1911,Trolls,Christine Baranski,Chef,Supporting,8,Female
1912,Trolls,John Cleese,King Gristle Sr.,Supporting,9,Male
1913,Trolls,Jeffrey Tambor,King Peppy,Supporting,10,Male
1914,Trolls,Ron Funches,Cooper,Supporting,11,Male
1915,Trolls,Aino Jawo,Satin,Supporting,12,Female
1916,Trolls,Caroline Hjelt,Chenille,Supporting,13,Female
1917,Trolls,Kunal Nayyar,Guy Diamond,Supporting,14,Unknown
1918,Trolls,Quvenzhané Wallis,Harper,Supporting,15,Female
1919,Trolls,Walt Dohrn,"Smidge,  Fuzzbert,  Cloud Guy,  Mr. Dinkles,  Tunnel Troll,  Wedgie Bergen #2",Supporting,16,Male
1920,Trolls,Rhys Darby,Bibbly,Supporting,17,Unknown
1921,Trolls,Ricky Dillon,Aspen Heitz,Supporting,18,Male
1922,Trolls,Meg DeAngelis,Moxie Dewdrop,Supporting,19,Female
1923,Trolls,Glozell Green,Grandma Rosiepuff,Supporting,20,Female
1924,Trolls,Kandee Johnson,Mandy Sparkledust,Supporting,21,Female
1925,Trolls,Grace Helbig,Cookie Sugarloaf,Supporting,22,Female
1926,Trolls,Curtis Stone,Bergen Guard - Todd,Supporting,23,Male
1927,Trolls,Mike Mitchell,"Darius,  Vinny the Phone,  Capt. Starfunkle,  Spider, Wedgie, Bergen #1,  Chad,  Card",Supporting,24,Male
1928,Trolls,Iris Dohrn,Baby Poppy,Supporting,25,Female
1929,Trolls,Liam Henry,Young Branch,Supporting,26,Male
1930,Trolls,Nina Bakshi,"Bini Troll, Nora troll",Supporting,27,Female
1931,Trolls,Zoë Crawford,Mackenzie Troll,Supporting,28,Female
1932,Trolls,Riley Crawford,Sean Troll,Supporting,29,Unknown
1933,Trolls,Ollie Mitchell,Olley Troll,Supporting,30,Male
1934,Trolls,Emmett Mitchell,"Anxious Troll Child, Keith",Supporting,31,Male
1935,Trolls,Phoebe Dohrn,Bergen Girl,Supporting,32,Female
1936,Passengers,Jennifer Lawrence,Aurora Lane,Leading,1,Female
1937,Passengers,Chris Pratt,Jim Preston,Leading,2,Male
1938,Passengers,Michael Sheen,Arthur,Supporting,3,Male
1939,Passengers,Laurence Fishburne,Gus Mancuso,Supporting,4,Male
1940,Passengers,Andy Garcia,Captain Norris,Supporting,5,Male
1941,Passengers,Vince Foster,Executive Officer,Supporting,6,Male
1942,Passengers,Kara Flowers,Communications Officer,Supporting,7,Female
1943,Passengers,Conor Brophy,Crew Member,Supporting,8,Male
1944,Passengers,Julee Cerda,Instructor (Hologram),Supporting,9,Female
1945,Passengers,Aurora Perrineau,Best Friend,Supporting,10,Female
1946,Passengers,Lauren Farmer,Party Friend,Supporting,11,Female
1947,Passengers,Emerald Mayne,Party Friend,Supporting,12,Female
1948,Passengers,Kristin Brock,Party Friend,Supporting,13,Female
1949,Passengers,Tom Ferrari,Party Friend,Supporting,14,Male
1950,Passengers,Quansae Rutledge,Party Friend,Supporting,15,Female
1951,Passengers,Desmond Reid,Party Friend,Supporting,16,Male
1952,Passengers,Emma Clarke,Avalon,Supporting,17,Female
1953,Passengers,Chris Edgerly,InfoMat/Deejay,Supporting,18,Male
1954,Passengers,Fred Melamed,Observatory Voice,Supporting,19,Male
1955,Passengers,Matt Corboy,Video Game Voice,Supporting,20,Male
1956,Passengers,Jesus Mendoza,"Hector,  the Robot Waiter",Supporting,21,Male
1957,Passengers,Alpha Takahashi,Sushi Robot Waitress,Supporting,22,Female
1958,Passengers,Matthew Wolf,French Restaurant Robot Waiter,Supporting,23,Male
1959,Passengers,Jean-Michel Richaud,French Restaurant Robot Waiter,Supporting,24,Male
1960,Passengers,Jon Spaihts,Autodoc,Supporting,25,Male
1961,Passengers,Curtis Grecco,Dancer,Supporting,26,Male
1962,Passengers,Joy Spears,Dancer,Supporting,27,Female
1963,Ghostbusters,Melissa McCarthy,Abby Yates,Lead Ensemble Member,1,Female
1964,Ghostbusters,Kristen Wiig,Erin Gilbert,Lead Ensemble Member,2,Female
1965,Ghostbusters,Leslie Jones,Patty Tolan,Lead Ensemble Member,3,Female
1966,Ghostbusters,Kate McKinnon,Jillian Holtzmann,Lead Ensemble Member,4,Female
1967,Ghostbusters,Charles Dance,Harold Filmore,Supporting,5,Male
1968,Ghostbusters,Michael Kenneth Williams,Agent Hawkins,Supporting,6,Male
1969,Ghostbusters,Chris Hemsworth,Kevin,Lead Ensemble Member,7,Male
1970,Ghostbusters,Neil Casey,Rowan North,Supporting,8,Male
1971,Ghostbusters,Cecily Strong,Jennifer Lynch,Supporting,9,Female
1972,Ghostbusters,Matt Walsh,Agent Rorke,Supporting,10,Unknown
1973,Ghostbusters,"Ed Begley, Jr.",Ed Mulgrave,Supporting,11,Male
1974,Ghostbusters,Ernie Hudson,Uncle Bill,Supporting,12,Male
1975,Ghostbusters,Sigourney Weaver,Rebecca Gorin,Supporting,13,Female
1976,Ghostbusters,Bill Murray,Martin Heiss,Supporting,14,Male
1977,Ghostbusters,Dan Aykroyd,Cabbie,Supporting,15,Male
1978,Ghostbusters,John Milhiser,Higgins Student,Supporting,16,Male
1979,Ghostbusters,Ben Harris,Higgins Student,Supporting,17,Male
1980,Ghostbusters,Karan Soni,Bennie,Supporting,18,Female
1981,Ghostbusters,Bess Rous,Gertrude Aldridge Ghost,Supporting,19,Female
1982,Ghostbusters,Steve Higgins,Dean,Supporting,20,Male
1983,Ghostbusters,Dave Gruber Allen,Electrocuted Ghost,Supporting,21,Male
1984,Ghostbusters,Katie Dippold,Rental Agent,Supporting,22,Female
1985,Ghostbusters,Nate Corddry,Grafiti Artist,Supporting,23,Unknown
1986,Ghostbusters,Daniel Ramis,Metal Head,Supporting,24,Male
1987,Ghostbusters,Pat Kiernan,NY1 News Anchor #1,Supporting,25,Male
1988,Ghostbusters,Michael McDonald,Jonathan The Theater Manager,Supporting,26,Male
1989,Ghostbusters,Jaime Pacheco,Fernando the Janitor,Supporting,27,Unknown
1990,Ghostbusters,Adam Ray,Lead Singer/Voice of Slimer,Supporting,28,Male
1991,Ghostbusters,Eugene Cordero,Bass Guitarist,Supporting,29,Male
1992,Ghostbusters,Davey Jones,Ely the Drummer,Supporting,30,Male
1993,Ghostbusters,Ryan Levine,Rock Guitarist,Supporting,31,Male
1994,Ghostbusters,Dan Teicher,Rock Guitarist,Supporting,32,Male
1995,Ghostbusters,Theodore Shapiro,Keyboardist,Supporting,33,Unknown
1996,Ghostbusters,Matteo Borghese,Lightboard Operator,Supporting,34,Male
1997,Ghostbusters,Ozzy Osbourne,Famous Rock Star,Cameo,35,Unknown
1998,Ghostbusters,Jeanine Ramirez,Reporter Outside Theater,Supporting,36,Female
1999,Ghostbusters,Jessica Chaffin,Waitress,Supporting,37,Female
2000,Ghostbusters,Jamie Denbo,Waitress,Supporting,38,Male
2001,Ghostbusters,Toby Huss,Officer Stevenson,Supporting,39,Unknown
2002,Ghostbusters,Andy Garcia,Mayor Bradley,Supporting,40,Male
2003,Ghostbusters,Annie Potts,Desk Clerk,Supporting,41,Female
2004,Ghostbusters,Cheryl Wills,NY1 News Anchor #2,Supporting,42,Female
2005,Ghostbusters,Sam Richardson,Basement Cop,Supporting,43,Male
2006,Ghostbusters,Steve Bannos,Flasher Ghost,Supporting,44,Male
2007,Ghostbusters,Tom Yi,Flashed Man,Supporting,45,Male
2008,Ghostbusters,Susan Park,Flashed Woman,Supporting,46,Female
2009,Ghostbusters,Milana Vayntrub,Subway Rat Woman,Supporting,47,Female
2010,Ghostbusters,Tony Viveiros,Police Officer,Supporting,48,Male
2011,Ghostbusters,Stephen 'Twitch' Boss,Police Officer,Supporting,49,Male
2012,Ghostbusters,Robin Shelby,Voice of Lady Slimer,Supporting,50,Female
2013,Ghostbusters,Rosanna Scotto,Fox 5 News Anchor,Supporting,51,Unknown
2014,Ghostbusters,Greg Kelly,Fox 5 News Anchor,Supporting,52,Male
2015,Ghostbusters,Johnny Higgins,Baba Booey Shouter,Supporting,53,Male
2016,Ghostbusters,Al Roker,Himself,Cameo,54,Unknown
2017,Deadpool,Ryan Reynolds,Wade/Deadpool,Leading,1,Male
2018,Deadpool,Morena Baccarin,Vanessa,Supporting,2,Female
2019,Deadpool,Ed Skrein,Ajax,Supporting,3,Male
2020,Deadpool,T.J. Miller,Weasel,Supporting,4,Male
2021,Deadpool,Gina Carano,Angel Dust,Supporting,5,Female
2022,Deadpool,Leslie Uggams,Blind Al,Supporting,6,Unknown
2023,Deadpool,Brianna Hildebrand,Negasonic Teenage Warhead,Supporting,7,Female
2024,Deadpool,Karan Soni,Dopinder,Supporting,8,Female
2025,Deadpool,Jed Rees,Recruiter,Supporting,9,Unknown
2026,Deadpool,Stefan Kapicic,Colossus,Supporting,10,Male
2027,Deadpool,Randal Reeder,Buck,Supporting,11,Unknown
2028,Deadpool,"Isaac C. Singleton, Jr.",Boothe,Supporting,12,Unknown
2029,Deadpool,Michael Benyaer,Warlord,Supporting,13,Male
2030,Deadpool,Style Dayne,Jeremy (Pizza Guy),Supporting,14,Male
2031,Deadpool,Kyle Cassie,Gavin Merchant,Supporting,15,Male
2032,Deadpool,Taylor Hickson,Meghan Orlovsky,Supporting,16,Female
2033,Deadpool,Ayzee,Teen Girl #1,Supporting,17,Female
2034,Deadpool,Naika Toussaint,Teen Girl #2,Supporting,18,Female
2035,Deadpool,Justyn Shippelt,Arcade Ticket Taker,Supporting,19,Male
2036,Deadpool,Donna Yamamoto,Oncologist,Supporting,20,Female
2037,Deadpool,Hugh Scott,David Cunningham,Supporting,21,Male
2038,Deadpool,Cindy Piper,Chinatown Merchant,Supporting,22,Female
2039,Deadpool,Emily Haine,Whisper Girlfriend,Supporting,23,Female
2040,Deadpool,Aatash Amir,Whisper Boyfriend,Supporting,24,Male
2041,Deadpool,Chad Riley,Pool Hall Goon,Supporting,25,Male
2042,Deadpool,Paul Belsito,Fight Club Boss,Supporting,26,Male
2043,Deadpool,Darcey Johnson,Garbage Truck Driver,Supporting,27,Unknown
2044,Deadpool,Kyle Rideout,Super Soldier #1,Supporting,28,Male
2045,Deadpool,Jason Day,Super Soldier #2,Supporting,29,Male
2046,Deadpool,Stan Lee,Strip Club DJ,Cameo,30,Male
2047,Deadpool,Benjamin Wilkinson,No5 Orange Manager,Supporting,31,Male
2048,Deadpool,Rachel Shaw,Strip Club Worker,Supporting,32,Female
2049,Deadpool,Paul Lazenby,Flight Deck Guard,Supporting,33,Male
2050,Deadpool,Rob Hayter,Bob,Supporting,34,Male
2051,Central Intelligence,Dwayne Johnson,Bob Stone,Leading,1,Male
2052,Central Intelligence,Kevin Hart,Calvin Joyner,Leading,2,Male
2053,Central Intelligence,Amy Ryan,Agent Pamela Harris,Supporting,3,Female
2054,Central Intelligence,Danielle Nicolet,Maggie,Supporting,4,Female
2055,Central Intelligence,Jason Bateman,Trevor,Supporting,5,Male
2056,Central Intelligence,Aaron Paul,Phil,Supporting,6,Male
2057,Central Intelligence,Ryan Hansen,Steve,Supporting,7,Unknown
2058,Central Intelligence,Tim Griffin,Agent Stan Mitchell,Supporting,8,Male
2059,Central Intelligence,Timothy John Smith,Agent Nick Cooper,Supporting,9,Male
2060,Central Intelligence,Sione Kelepi,Young Robbie,Supporting,10,Unknown
2061,Central Intelligence,Dylan Boyack,Trevor - 17 Years Old,Supporting,11,Male
2062,Central Intelligence,Thomas Kretschmann,The Buyer,Supporting,12,Male
2063,Central Intelligence,Megan Park,Waitress,Supporting,13,Unknown
2064,Central Intelligence,Slaine,Thugged Out,Supporting,14,Male
2065,Central Intelligence,Annie Kerins,Lady MC,Supporting,15,Female
2066,Central Intelligence,Nate Richman,Big Bro,Supporting,16,Male
2067,Central Intelligence,Robert Woo,Ethan,Supporting,17,Male
2068,Central Intelligence,Kumail Nanjiani,Jared The Airport Security Guard,Supporting,18,Male
